Library	Species	Species_strain	Species_scientific_name	Organ_detail	Organ_group	Developmental_stage	Stage_detail	Timepoint	Group	Sex	Filename	Used_library	Sequencing_runs	Total_number_reads	Total_number_aligned_reads	Percent_aligned_reads	Extraction_protocol	RQN	RIN	HDBR_ID
4093	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e14	14 days	3	Rat.Cerebellum.3	Male	4093sTS.Rat.Cerebellum.14.Male.sorted.bam	yes	OBIWAN 117 lane 6	26589837	26319218	99%	QIAgen RNeasy DTT	9.1		
4250	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e14	14 days	3	Rat.Cerebellum.3	Female	4250sTS.Rat.Cerebellum.14.Female.sorted.bam	yes	OBIWAN 124 lane 1 / WINDU 18 lane 7	27401523	27014128	99%	QIAgen RNeasy DTT	9.8		
4011	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e15	15 days	4	Rat.Cerebellum.4	Male	4011sTS.Rat.Cerebellum.15.Male.sorted.bam	yes	OBIWAN 117 lane 4	26663561	26295828	99%	QIAgen RNeasy DTT	9.7		
4033	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e15	15 days	4	Rat.Cerebellum.4	Male	4033sTS.Rat.Cerebellum.15.Male.sorted.bam	yes	OBIWAN 117 lane 4	34004717	33611102	99%	QIAgen RNeasy DTT	9.8		
4229	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e15	15 days	4	Rat.Cerebellum.4	Female	4229sTS.Rat.Cerebellum.15.Female.sorted.bam	yes	OBIWAN 124 lane 2 / WINDU 18 lane 6	44910799	44458993	99%	QIAgen RNeasy DTT	10.0		
4232	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e15	15 days	4	Rat.Cerebellum.4	Female	4232sTS.Rat.Cerebellum.15.Female.sorted.bam	yes	OBIWAN 124 lane 2 / WINDU 18 lane 6	36874976	36473333	99%	QIAgen RNeasy DTT	9.8		
4095	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e16	16 days	5	Rat.Cerebellum.5	Male	4095sTS.Rat.Cerebellum.16.Male.sorted.bam	yes	OBIWAN 117 lane 6	25329559	24967414	99%	QIAgen RNeasy DTT	9.7		
4097	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e16	16 days	5	Rat.Cerebellum.5	Male	4097sTS.Rat.Cerebellum.16.Male.sorted.bam	yes	OBIWAN 117 lane 6	65266055	64472414	99%	QIAgen RNeasy DTT	9.8		
4099	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e16	16 days	5	Rat.Cerebellum.5	Female	4099sTS.Rat.Cerebellum.16.Female.sorted.bam	yes	OBIWAN 117 lane 1	37600257	36794373	98%	QIAgen RNeasy DTT	9.6		
4101	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e16	16 days	5	Rat.Cerebellum.5	Female	4101sTS.Rat.Cerebellum.16.Female.sorted.bam	yes	WINDU 18 lane 4 / OBIWAN 121 lane 1	44102236	43584073	99%	QIAgen RNeasy DTT	9.9		
2599	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	Male	2599sTS.Rat.Cerebellum.17.Male.sorted.bam	yes	VADER 162 lane 2	37191967	36592576	98%	QIAgen RNeasy QIAzol	7.8		
2601	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	Female	2601sTS.Rat.Cerebellum.17.Female.sorted.bam	yes	VADER 162 lane 2	33578990	32962216	98%	QIAgen RNeasy QIAzol	7.6		
2604	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	Male	2604sTS.Rat.Cerebellum.17.Male.sorted.bam	yes	VADER 165 lane 4	38069492	36561606	96%	QIAgen RNeasy QIAzol	6.7		
2606	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	FeMale	2606sTS.Rat.Cerebellum.17.Female.sorted.bam	yes	VADER 165 lane 4	102845341	100330978	98%	QIAgen RNeasy QIAzol	7.9		
4252	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	Female	4252sTS.Rat.Cerebellum.17.Female.sorted.bam	yes	OBIWAN 124 lane 1 / WINDU 18 lane 7	49220103	48217086	98%	QIAgen RNeasy DTT	9.8		
4254	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e17	17 days	6	Rat.Cerebellum.6	Female	4254sTS.Rat.Cerebellum.17.Female.sorted.bam	yes	OBIWAN 124 lane 1 / WINDU 18 lane 7	30888418	30455742	99%	QIAgen RNeasy DTT	9.5		
4226	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e18	18 days	7	Rat.Cerebellum.7	Female	4226sTS.Rat.Cerebellum.18.Female.sorted.bam	yes	OBIWAN 124 lane 1 / WINDU 18 lane 6	35708827	35138284	98%	QIAgen RNeasy DTT	9.8		
4261	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e18	18 days	7	Rat.Cerebellum.7	Female	4261sTS.Rat.Cerebellum.18.Female.sorted.bam	yes	WINDU 15 lane 1	32423713	32000349	99%	QIAgen RNeasy DTT	9.7		
2401	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e19	19 days	8	Rat.Cerebellum.8	Female	2401sTS.Rat.Cerebellum.19.Female.sorted.bam	yes	VADER 153 lane 7	30394507	28948292	95%	QIAgen RNeasy QIAzol	8.1		
2403	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e19	19 days	8	Rat.Cerebellum.8	Female	2403sTS.Rat.Cerebellum.19.Female.sorted.bam	yes	VADER 165 lane 1	58907609	57334679	97%	QIAgen RNeasy QIAzol	7.8		
2405	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e19	19 days	8	Rat.Cerebellum.8	Male	2405sTS.Rat.Cerebellum.19.Male.sorted.bam	yes	VADER 153 lane 7	35574621	33888844	95%	QIAgen RNeasy QIAzol	8.5		
2407	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e19	19 days	8	Rat.Cerebellum.8	Male	2407sTS.Rat.Cerebellum.19.Male.sorted.bam	yes	VADER 165 lane 2	25316944	24795328	98%	QIAgen RNeasy QIAzol	8.4		
2673	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e20	20 days	9	Rat.Cerebellum.9	Male	2673sTS.Rat.Cerebellum.20.Male.sorted.bam	yes	VADER 162 lane 3	35224979	34638718	98%	QIAgen RNeasy QIAzol	8.1		
2678	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e20	20 days	9	Rat.Cerebellum.9	Female	2678sTS.Rat.Cerebellum.20.Female.sorted.bam	yes	VADER 162 lane 4	32036592	31494233	98%	QIAgen RNeasy QIAzol	8.5		
2692	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e20	20 days	9	Rat.Cerebellum.9	Female	2692sTS.Rat.Cerebellum.20.Female.sorted.bam	yes	VADER 165 lane 5	38720754	37979904	98%	QIAgen RNeasy QIAzol	7.9		
2700	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	e20	20 days	9	Rat.Cerebellum.9	Male	2700sTS.Rat.Cerebellum.20.Male.sorted.bam	yes	VADER 165 lane 5	43930329	43097002	98%	QIAgen RNeasy DTT	8.3		
1747	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P0	0 days post birth	10	Rat.Cerebellum.10	Male	1747sTSm.Rat.Cerebellum.0dpb.Male.sorted.bam	yes	OBIWAN 100 lane 5 / VADER 130 lane 3	61057699	60083809	98%	QIAgen RNeasy QIAzol		9.8	
2182	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P0	0 days post birth	10	Rat.Cerebellum.10	Female	2182sTS.Rat.Cerebellum.0dpb.Female.sorted.bam	yes	OBIWAN 88 lane 7	33485663	32827065	98%	QIAgen RNeasy QIAzol	8.3		
2289	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P0	0 days post birth	10	Rat.Cerebellum.10	Female	2289sTS.Rat.Cerebellum.0dpb.Female.sorted.bam	yes	OBIWAN 88 lane 8	38614101	37841625	98%	QIAgen RNeasy QIAzol	8.4		
2293	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P0	0 days post birth	10	Rat.Cerebellum.10	Female	2293sTS.Rat.Cerebellum.0dpb.Female.sorted.bam	yes	VADER 153 lane 5	28486037	27478521	96%	QIAgen RNeasy QIAzol	8.8		
5348	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P0	0 days post birth	10	Rat.Cerebellum.10	Male	5348sTS.Rat.Cerebellum.0dpb.Male.sorted.bam	yes	WINDU 65 lane 6	23307893	22883264	98%	QIAgen RNeasy DTT	8.5		
2349	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P112	16 weeks post birth	14	Rat.Cerebellum.14	Female	2349sTS.Rat.Cerebellum.16wpb.Female.sorted.bam	yes	VADER 153 lane 6	34607348	32613880	94%	QIAgen RNeasy QIAzol	8.7		
2353	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P112	16 weeks post birth	14	Rat.Cerebellum.14	Female	2353sTS.Rat.Cerebellum.16wpb.Female.sorted.bam	yes	OBIWAN 91 lane 4	36308813	35645474	98%	QIAgen RNeasy QIAzol	8.4		
2357	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P112	16 weeks post birth	14	Rat.Cerebellum.14	Male	2357sTS.Rat.Cerebellum.16wpb.Male.sorted.bam	yes	VADER 153 lane 7	33274912	31667807	95%	QIAgen RNeasy QIAzol	7.7		
2368	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P112	16 weeks post birth	14	Rat.Cerebellum.14	Male	2368sTS.Rat.Cerebellum.16wpb.Male.sorted.bam	yes	OBIWAN 91 lane 6	53982164	52818042	98%	QIAgen RNeasy QIAzol	7.5		
2337	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P14	2 weeks post birth	12	Rat.Cerebellum.12	Female	2337sTS.Rat.Cerebellum.2wpb.Female.sorted.bam	yes	VADER 153 lane 6	26808556	25914277	97%	QIAgen RNeasy QIAzol	7.4		
2340	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P14	2 weeks post birth	12	Rat.Cerebellum.12	Female	2340sTS.Rat.Cerebellum.2wpb.Female.sorted.bam	yes	VADER 171 lane 8	30603604	29789656	97%	QIAgen RNeasy QIAzol	7.2		
2343	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P14	2 weeks post birth	12	Rat.Cerebellum.12	Male	2343sTS.Rat.Cerebellum.2wpb.Male.sorted.bam	yes	VADER 153 lane 6	33380387	32596622	98%	QIAgen RNeasy QIAzol	7.4		
2346	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P14	2 weeks post birth	12	Rat.Cerebellum.12	Male	2346sTS.Rat.Cerebellum.2wpb.Male.sorted.bam	yes	VADER 171 lane 8	38048622	37107311	98%	QIAgen RNeasy QIAzol	7.3		
4899	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P3	3 days post birth	11	Rat.Cerebellum.11	Female	4899sTS.Rat.Cerebellum.3dpb.Female.sorted.bam	yes	WINDU 32 lane 7	39330217	38727018	98%	QIAgen RNeasy DTT	9.7		
4905	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P3	3 days post birth	11	Rat.Cerebellum.11	Male	4905sTS.Rat.Cerebellum.3dpb.Male.sorted.bam	yes	WINDU 32 lane 7	39289428	38590210	98%	QIAgen RNeasy DTT	9.6		
4959	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P3	3 days post birth	11	Rat.Cerebellum.11	Male	4959sTS.Rat.Cerebellum.3dpb.Male.sorted.bam	yes	WINDU 33 lane 6	25782187	25490156	99%	QIAgen RNeasy DTT	9.8		
4965	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P3	3 days post birth	11	Rat.Cerebellum.11	Female	4965sTS.Rat.Cerebellum.3dpb.Female.sorted.bam	yes	WINDU 33 lane 6	22704143	22289692	98%	QIAgen RNeasy DTT	9.7		
1968	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P42	6 weeks post birth	13	Rat.Cerebellum.13	Male	1968sTS.Rat.Cerebellum.6wpb.Male.sorted.bam	yes	VADER 152 lane 8	24408746	23745717	97%	QIAgen RNeasy QIAzol	7.4		
1972	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P42	6 weeks post birth	13	Rat.Cerebellum.13	Male	1972sTS.Rat.Cerebellum.6wpb.Male.sorted.bam	yes	OBIWAN 88 lane 7	41327365	40441575	98%	QIAgen RNeasy QIAzol	7.7		
2285	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P42	6 weeks post birth	13	Rat.Cerebellum.13	Female	2285sTS.Rat.Cerebellum.6wpb.Female.sorted.bam	yes	VADER 152 lane 8	20238395	19893488	98%	QIAgen RNeasy QIAzol	7.6		
2364	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P42	6 weeks post birth	13	Rat.Cerebellum.13	Female	2364sTS.Rat.Cerebellum.6wpb.Female.sorted.bam	yes	OBIWAN 91 lane 5	41281896	40228412	97%	QIAgen RNeasy QIAzol	7.2		
2295	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P7	1 week post birth	12	Rat.Cerebellum.12	Female	2295sTS.Rat.Cerebellum.1wpb.Female.sorted.bam	yes	VADER 153 lane 5	40506892	38888213	96%	QIAgen RNeasy QIAzol	8.8		
2299	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P7	1 week post birth	12	Rat.Cerebellum.12	Female	2299sTS.Rat.Cerebellum.1wpb.Female.sorted.bam	yes	OBIWAN 91 lane 4	40094527	39342897	98%	QIAgen RNeasy QIAzol	8.8		
2303	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P7	1 week post birth	12	Rat.Cerebellum.12	Male	2303sTS.Rat.Cerebellum.1wpb.Male.sorted.bam	yes	VADER 153 lane 5	34274038	33092373	97%	QIAgen RNeasy QIAzol	8.7		
2361	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Hindbrain/Cerebellum	Cerebellum	P7	1 week post birth	12	Rat.Cerebellum.12	Male	2361sTS.Rat.Cerebellum.1wpb.Male.sorted.bam	yes	OBIWAN 91 lane 5	37773223	37063316	98%	QIAgen RNeasy QIAzol	8.7		
4008	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e15	15 days	4	Rat.Kidney.4	Male	4008sTS.Rat.Kidney.15.Male.sorted.bam	yes	WINDU 23 lane 7	30358550	29933171	99%	QIAgen RNeasy DTT	7.9		
4009	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e15	15 days	4	Rat.Kidney.4	Male	4009sTS.Rat.Kidney.15.Male.sorted.bam	yes	WINDU 23 lane 7	34976083	34520584	99%	QIAgen RNeasy DTT	9.1		
4230	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e15	15 days	4	Rat.Kidney.4	Female	4230sTS.Rat.Kidney.15.Female.sorted.bam	yes	OBIWAN 124 lane 5	28036691	27730139	99%	QIAgen RNeasy DTT	10.0		
4233	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e15	15 days	4	Rat.Kidney.4	Female	4233sTS.Rat.Kidney.15.Female.sorted.bam	yes	WINDU 23 lane 7	39058099	38578270	99%	QIAgen RNeasy DTT	10.0		
3601	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e16	16 days	5	Rat.Kidney.5	Male	3601sTS.Rat.Kidney.16.Male.sorted.bam	yes	WINDU 23 lane 7	35995670	35519080	99%	QIAgen RNeasy DTT	9.5		
3605	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e16	16 days	5	Rat.Kidney.5	Female	3605sTS.Rat.Kidney.16.Female.sorted.bam	yes	WINDU 23 lane 7	39188306	38580658	98%	QIAgen RNeasy DTT	9.7		
3645	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e16	16 days	5	Rat.Kidney.5	Female	3645sTS.Rat.Kidney.16.Female.sorted.bam	yes	OBIWAN 124 lane 4	31233801	30921533	99%	QIAgen RNeasy DTT	9.9		
5349	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e16	16 days	5	Rat.Kidney.5	Male	5349sTS.Rat.Kidney.16.Male.sorted.bam	yes	WINDU 65 lane 6	30279339	29800819	98%	QIAgen RNeasy DTT	9.5		
2687	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e17	17 days	6	Rat.Kidney.6	Female	2687sTS.Rat.Kidney.17.Female.sorted.bam	yes	OBIWAN 124 lane 6	23172968	22940098	99%	QIAgen RNeasy DTT	10.0		
3901	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e17	17 days	6	Rat.Kidney.6	Female	3901sTS.Rat.Kidney.17.Female.sorted.bam	yes	OBIWAN 124 lane 4	32324728	31937697	99%	QIAgen RNeasy DTT	9.8		
3903	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e17	17 days	6	Rat.Kidney.6	Male	3903sTS.Rat.Kidney.17.Male.sorted.bam	yes	WINDU 23 lane 7	31543287	31040726	98%	QIAgen RNeasy DTT	9.7		
5350	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e17	17 days	6	Rat.Kidney.6	Male	5350sTS.Rat.Kidney.17.Male.sorted.bam	yes	WINDU 65 lane 6	33748905	32754726	97%	QIAgen RNeasy DTT	9.4		
2722	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e18	18 days	7	Rat.Kidney.7	Female	2722sTS.Rat.Kidney.18.Female.sorted.bam	yes	OBIWAN 123 lane 7	29370801	29128840	99%	QIAgen RNeasy DTT	9.5		
2752	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e18	18 days	7	Rat.Kidney.7	Female	2752sTS.Rat.Kidney.18.Female.sorted.bam	yes	WINDU 23 lane 2	34697585	34310419	99%	QIAgen RNeasy QIAzol	8.8		
2754	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e18	18 days	7	Rat.Kidney.7	Male	2754sTS.Rat.Kidney.18.Male.sorted.bam	yes	WINDU 23 lane 2	36946025	36529800	99%	QIAgen RNeasy QIAzol	8.2		
5596	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e18	18 days	7	Rat.Kidney.7	Male	5596sTS.Rat.Kidney.18.Male.sorted.bam	yes	OBIWAN 165 lane 1	28345740	27915801	98%	QIAgen RNeasy DTT	9.7		
2713	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e19	19 days	8	Rat.Kidney.8	Female	2713sTS.Rat.Kidney.19.Female.sorted.bam	yes	OBIWAN 121 lane 2	26068082	25842578	99%	QIAgen RNeasy DTT	8.6		
2716	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e19	19 days	8	Rat.Kidney.8	Male	2716sTS.Rat.Kidney.19.Male.sorted.bam	yes	OBIWAN 124 lane 7	50408876	42566996	84%	QIAgen RNeasy DTT	7.2		
2857	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e19	19 days	8	Rat.Kidney.8	Male	2857sTS.Rat.Kidney.19.Male.sorted.bam	yes	WINDU 23 lane 2	32799346	32341370	99%	QIAgen RNeasy QIAzol	9.5		
2858	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e19	19 days	8	Rat.Kidney.8	Female	2858sTS.Rat.Kidney.19.Female.sorted.bam	yes	WINDU 23 lane 2	35538046	35132826	99%	QIAgen RNeasy QIAzol	9.7		
2695	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e20	20 days	9	Rat.Kidney.9	Female	2695sTS.Rat.Kidney.20.Female.sorted.bam	yes	OBIWAN 121 lane 2	32318196	31975737	99%	QIAgen RNeasy QIAzol	9.2		
2696	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e20	20 days	9	Rat.Kidney.9	Female	2696sTS.Rat.Kidney.20.Female.sorted.bam	yes	OBIWAN 124 lane 7	46537793	45967832	99%	QIAgen RNeasy QIAzol	9.3		
2697	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e20	20 days	9	Rat.Kidney.9	Male	2697sTS.Rat.Kidney.20.Male.sorted.bam	yes	OBIWAN 124 lane 7	45649445	45088224	99%	QIAgen RNeasy QIAzol	9.5		
2705	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	e20	20 days	9	Rat.Kidney.9	Male	2705sTS.Rat.Kidney.20.Male.sorted.bam	yes	OBIWAN 124 lane 7	36663142	35949308	98%	QIAgen RNeasy DTT	9.5		
1749	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P0	0 days post birth	10	Rat.Kidney.10	Male	1749bsTS.Rat.Kidney.0dpb.Male.sorted.bam	yes	OBIWAN 124 lane 6	18744866	18516092	99%	QIAgen RNeasy QIAzol		9.6	
2707	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P0	0 days post birth	10	Rat.Kidney.10	Female	2707sTS.Rat.Kidney.0dpb.Female.sorted.bam	yes	OBIWAN 121 lane 2	30196145	29766201	99%	QIAgen RNeasy DTT	8.5		
2709	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P0	0 days post birth	10	Rat.Kidney.10	Male	2709sTS.Rat.Kidney.0dpb.Male.sorted.bam	yes	OBIWAN 124 lane 7	18271001	18052774	99%	QIAgen RNeasy DTT	7.4		
2711	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P0	0 days post birth	10	Rat.Kidney.10	Female	2711sTS.Rat.Kidney.0dpb.Female.sorted.bam	yes	OBIWAN 124 lane 7	34355653	33972416	99%	QIAgen RNeasy DTT	7.9		
2748	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P112	16 weeks post birth	14	Rat.Kidney.14	Male	2748sTS.Rat.Kidney.16wpb.Male.sorted.bam	yes	OBIWAN 124 lane 8	33451376	33073378	99%	QIAgen RNeasy QIAzol	7.5		
2750	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P112	16 weeks post birth	14	Rat.Kidney.14	Male	2750sTS.Rat.Kidney.16wpb.Male.sorted.bam	yes	OBIWAN 124 lane 8	31075515	30726785	99%	QIAgen RNeasy QIAzol	7.4		
2854	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P112	16 weeks post birth	14	Rat.Kidney.14	Female	2854sTS.Rat.Kidney.16wpb.Female.sorted.bam	yes	WINDU 23 lane 2	31081988	30735296	99%	QIAgen RNeasy QIAzol	7.6		
2870	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P112	16 weeks post birth	14	Rat.Kidney.14	Female	2870sTS.Rat.Kidney.16wpb.Female.sorted.bam	yes	WINDU 23 lane 7	32131847	31563399	98%	QIAgen RNeasy QIAzol	7.0		
2729	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P14	2 weeks post birth	12	Rat.Kidney.12	Female	2729sTS.Rat.Kidney.2wpb.Female.sorted.bam	yes	OBIWAN 123 lane 7	26877503	26610948	99%	QIAgen RNeasy DTT	7.2		
2730	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P14	2 weeks post birth	12	Rat.Kidney.12	Male	2730sTS.Rat.Kidney.2wpb.Male.sorted.bam	yes	OBIWAN 124 lane 7	32865912	32450539	99%	QIAgen RNeasy QIAzol	9.1		
2756	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P14	2 weeks post birth	12	Rat.Kidney.12	Female	2756sTS.Rat.Kidney.2wpb.Female.sorted.bam	yes	WINDU 23 lane 2	37054814	36549322	99%	QIAgen RNeasy QIAzol	7.9		
2758	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P14	2 weeks post birth	12	Rat.Kidney.12	Male	2758sTS.Rat.Kidney.2wpb.Male.sorted.bam	yes	WINDU 23 lane 2	27362339	26979652	99%	QIAgen RNeasy QIAzol	8.4		
4901	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P3	3 days post birth	11	Rat.Kidney.11	Female	4901sTS.Rat.Kidney.3dpb.Female.sorted.bam	yes	WINDU 32 lane 7	34686987	34235144	99%	QIAgen RNeasy DTT	10.0		
4907	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P3	3 days post birth	11	Rat.Kidney.11	Male	4907sTS.Rat.Kidney.3dpb.Male.sorted.bam	yes	WINDU 32 lane 8	30801581	30354575	99%	QIAgen RNeasy DTT	9.4		
4962	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P3	3 days post birth	11	Rat.Kidney.11	Male	4962sTS.Rat.Kidney.3dpb.Male.sorted.bam	yes	WINDU 33 lane 6	28944542	28553885	99%	QIAgen RNeasy DTT	9.1		
4968	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P3	3 days post birth	11	Rat.Kidney.11	Female	4968sTS.Rat.Kidney.3dpb.Female.sorted.bam	yes	WINDU 35 lane 4	23218782	22901341	99%	QIAgen RNeasy DTT	9.3		
2739	Rat	Rat (Holtzman SD)	Rattus_norvegicus	Kidney	Kidney	P42	6 weeks post birth	13	Rat.Kidney.13	Female	2739sTS.Rat.Kidney.6wpb.Female.sorted.bam	yes	OBIWAN 124 lane 8	30260345	29801624	98%	QIAgen RNeasy QIAzol	6.8		
